"","subj","trial","load","p_size"
"828",708,99,5,4949.07703213611
"829",708,100,4,4951.37655971479
"830",708,101,3,4793.08563782337
"831",708,102,2,5053.44638069705
"832",708,103,4,5099.72191272052
"833",708,104,5,4782.5124666073
"834",708,105,0,4591.30427046263
"835",708,106,1,5072.16785079929
"836",708,107,2,4726.36363636364
"837",708,108,3,5047.17869875223
"838",708,109,2,4741.95008912656
"839",708,110,0,4769.79118432769
"840",708,111,4,5160.564
"841",708,112,3,4936.73550401427
"842",708,113,5,4912.34670231729
"843",708,114,1,5354.53386809269
"844",708,115,4,5082.53612845674
"845",708,116,0,4783.57091882248
"846",708,117,5,5004.07493309545
"847",708,118,3,5082.6500445236
"848",708,119,2,4924.89838854073
"849",708,120,1,4937.39419642857
"850",709,1,4,5081.49276759884
"851",709,2,3,5012.68104982206
"852",709,3,1,4832.20476190476
"853",709,4,2,4697.84879571811
"854",709,5,5,4626.78836987607
"855",709,6,0,4299.35574354408
"856",709,7,5,4648.95777777778
"857",709,8,4,4431.66812865497
"858",709,9,2,4631.01914514693
"859",709,10,3,4404.62789661319
"860",709,11,0,4483.10704727922
"861",709,12,1,4381.88101604278
"862",709,13,0,4688.15864527629
"863",709,14,1,4555.12048780488
"864",709,15,5,4594.83688888889
"865",709,16,4,4721.40571939231
"866",709,17,2,4525.48842386465
"867",709,18,3,4683.72847358121
"868",709,19,1,4501.7179144385
"869",709,20,5,4600.8603646833
"870",709,21,0,4628.19849023091
"871",709,22,2,4837.25210084034
"872",709,23,3,4627.39483065954
"873",709,24,4,4728.59982174688
"874",709,25,5,4716.26645907473
"875",709,26,2,4643.36629001883
"876",709,27,4,4763.18788958148
"877",709,28,0,4661.58991436727
"878",709,29,3,4664.4367201426
"879",709,30,1,4747.19919786096
"880",709,31,3,4730.15017825312
"881",709,32,2,4599.12702188392
"882",709,33,0,4741.18861209964
"883",709,34,1,4755.03959074733
"884",709,35,4,4678.41357421875
"885",709,36,5,4804.57346393589
"886",709,37,4,4751.01911111111
"887",709,38,0,4674.20205799813
"888",709,39,2,4810.42482206406
"889",709,40,5,4713.8605313093
"890",709,41,3,4620.31639928699
"891",709,42,1,4736.93677649154
"892",709,43,4,4771.4686940966
"893",709,45,5,4440.02073515551
"894",709,46,3,4472.09786821705
"895",709,47,0,4343.59759358289
"896",709,48,2,4468.73087188612
"897",709,49,3,4285.73407335907
"898",709,50,0,4330.50133451957
"899",709,51,4,4201.16443850267
"900",709,52,2,4171.63591800357
"901",709,53,1,4127.57085561497
"902",709,54,5,4313.78044444444
"903",709,55,2,4183.52228163993
"904",709,56,0,4375.05926916221
"905",709,57,1,4155.99154051647
"906",709,58,5,4236.11219946572
"907",709,59,4,4097.42171481827
"908",709,60,3,4320.41480820696
"909",709,61,5,4267.44023193577
"910",709,62,1,4218.97905525847
"911",709,63,3,4184.57524487979
"912",709,64,2,4302.61887800534
"913",709,65,0,4158.28099910794
"914",709,66,4,4098.11764705882
"915",709,67,0,4249.23881932022
"916",709,68,3,4120.74
"917",709,69,4,4248.28005342832
"918",709,70,2,4160.76252408478
"919",709,71,5,4144.64323843416
"920",709,72,1,4225.1803205699
"921",709,73,2,4150.46438112199
"922",709,74,5,4221.9164432529
"923",709,75,3,4360.82991985752
"924",709,76,4,4106.31226415094
"925",709,77,0,4182.88279857398
"926",709,78,1,4119.2531769306
"927",709,79,4,4108.34763181412
"928",709,80,0,4211.61866028708
"929",709,81,3,4294.43900267142
"930",709,82,5,4202.77703306524
"931",709,83,1,4178.13886424135
"932",709,84,2,4068.67885816236
"933",709,85,3,4204.94924309884
"934",709,86,4,4227.10037700283
"935",709,87,0,4221.98305084746
"936",709,88,2,4270.01690391459
"937",709,89,5,4284.77544642857
"938",709,90,1,4120.96657754011
"939",709,91,4,4204.23847601129
"940",709,92,3,4316.76622222222
"941",709,93,0,4269.45773979107
"942",709,94,5,4266.5632798574
"943",709,95,2,4284.56741071429
"944",709,96,1,4442.33273862623
"945",709,97,2,4326.76567020251
"946",709,98,3,4179.1211556384
"947",709,99,0,4013.47864768683
"948",709,100,4,4224.99906103286
"949",709,101,1,4196.88824577026
"950",709,102,5,4286.13713268032
"951",709,103,4,4188.94444444444
"952",709,104,3,4112.17290552585
"953",709,105,0,4275.89206066013
"954",709,106,2,3955.04804270463
"955",709,107,1,4144.4
"956",709,108,5,4182.55921638468
"957",709,109,2,4043.11130899377
"958",709,110,0,4117.95142602496
"959",709,111,1,4034.42573320719
"960",709,112,4,4006.38879003559
"961",709,113,3,4029.21460373998
"962",709,114,5,3970.84076717217
"963",709,115,3,4045.77699530516
"964",709,116,2,3986.76604278075
"965",709,117,0,3902.39393939394
"966",709,118,5,4057.26273458445
"967",709,119,1,3937.39848619768
"968",709,120,4,4049.5274566474
"969",710,1,4,5429.70392156863
"970",710,2,0,5130.40401785714
"971",710,3,5,5498.07595526561
"972",710,5,3,6967.99063116371
"973",710,6,1,6868.89581478183
"974",710,7,5,7199.30089285714
"975",710,8,4,7477.44568380213
"976",710,9,3,6522.11843276937
"977",710,10,0,5974.9337524178
"978",710,11,2,5179.65477252453
"979",710,12,1,5330.01379003559
"980",710,13,4,4975.17691622103
"981",710,14,5,5406.18605769231
"982",710,15,2,6404.41443850267
"983",710,16,0,6244.80821917808
"984",710,17,1,6699.84625668449
"985",710,18,3,7192.75555555556
"986",710,19,2,6265.70563380282
"987",710,20,1,5856.13587921847
"988",710,21,0,5029.16651162791
"989",710,22,5,5105.69843597263
"990",710,23,4,5158.80347593583
"991",710,24,3,5134.20452403393
"992",710,25,4,5101.49420677362
"993",710,26,5,5070.43443354148
"994",710,27,1,5106.49151785714
"995",710,28,2,5085.66844919786
"996",710,29,0,5051.90357142857
"997",710,30,3,5463.82813891362
"998",710,31,2,5505.19652406417
"999",710,32,3,5190.82308377897
"1000",710,33,1,4952.12535079514
"1001",710,34,5,5010.16726137377
"1002",710,35,0,4981.98831775701
"1003",710,36,4,5081.44246208742
"1004",710,37,5,5092.26915520629
"1005",710,38,2,5064.37254901961
"1006",710,39,0,5063.57633928571
"1007",710,40,4,5390.48262032086
"1008",710,41,3,5119.25188679245
"1009",710,42,1,5057.37946428571
"1010",710,43,4,6047.1309204647
"1011",710,44,2,5190.93054318789
"1012",710,45,3,5266.00535236396
"1013",710,46,0,4951.53571428571
"1014",710,47,5,5135.69590382903
"1015",710,48,1,5229.79026036644
"1016",710,49,5,5574.31700801425
"1017",710,50,3,5355.615625
"1018",710,51,1,5394.02139037433
"1019",710,52,2,6239.13110902256
"1020",710,53,0,6774.50845948353
"1021",710,54,4,5275.38739946381
"1022",710,55,0,5277.42723214286
"1023",710,56,2,5831.44839857651
"1024",710,57,3,5662.2863514719
"1025",710,58,1,4996.37020517395
"1026",710,59,4,5312.92362344583
"1027",710,60,5,5648.88235294118
"1028",710,61,3,5332.72727272727
"1029",710,62,0,5475.0835567471
"1030",710,63,1,5080.5160284951
"1031",710,64,4,5337.91554959785
"1032",710,65,5,6007.96434937611
"1033",710,66,2,6603.1039250669
"1034",710,67,5,7506.2381590706
"1035",710,68,1,7117.27491103203
"1036",710,69,2,6107.47901785714
"1037",710,70,4,5795.51823843416
"1038",710,71,0,5789.38269402319
"1039",710,72,3,5002.81412639405
"1040",710,73,0,5336.81818181818
"1041",710,74,3,5244.24176313446
"1042",710,75,4,5210.53647686833
"1043",710,76,2,5115.57575757576
"1044",710,77,1,6007.32754010695
"1045",710,78,5,5118.75891265597
"1046",710,79,2,5157.57582515611
"1047",710,80,3,5086.06632173095
"1048",710,81,5,5103.6018683274
"1049",710,82,4,5281.58117752007
"1050",710,83,0,6210.61576135352
"1051",710,84,1,5736.56684491979
"1052",710,85,3,5517.52361853832
"1053",710,86,5,5043.95973782772
"1054",710,87,4,5116.60177777778
"1055",710,88,0,5310.18287243533
"1056",710,89,2,5048.0008912656
"1057",710,90,1,5093.54906333631
"1058",710,91,5,5243.52762923351
"1059",710,92,0,5710.46253345227
"1060",710,93,1,5158.66503122212
"1061",710,94,4,5113.0125
"1062",710,95,2,5093.99241748439
"1063",710,96,3,5933.40791814947
"1064",710,97,4,5972.08734402852
"1065",710,98,1,6391.43878462913
"1066",710,99,3,5374.13737734166
"1067",710,100,5,5491.81668153434
"1068",710,101,0,4762.29137010676
"1069",710,102,2,5148.70071047957
"1070",710,103,1,5186.07149240393
"1071",710,104,3,5155.55164737311
"1072",710,105,4,5235.90880782918
"1073",710,106,5,5681.99016979446
"1074",710,107,2,6589.10570918822
"1075",710,108,0,6030.86577777778
"1076",710,109,4,6384.13312555654
"1077",710,110,0,6945.34861976848
"1078",710,111,1,6774.00177777778
"1079",710,112,3,6489.04407836153
"1080",710,113,2,6607.5320855615
"1081",710,114,5,5690.84416740873
"1082",710,115,4,5358.715625
"1083",710,116,1,6146.59196428571
"1084",710,117,2,5980.41964285714
"1085",710,118,0,5980.75668449198
"1086",711,1,4,4555.5247148289
"1087",711,2,5,4612.96927871772
"1088",711,3,0,4036.92702448211
"1089",711,4,1,4219.39180765806
"1090",711,5,2,4066.85097864769
"1091",711,6,3,4335.76981300089
"1092",711,7,0,3760.81834372217
"1093",711,8,3,4389.47727272727
"1094",711,9,4,4126.92571174377
"1095",711,10,2,3909.48391674551
"1096",711,11,1,4120.45507117438
"1097",711,12,5,3938.69350533808
"1098",711,13,4,4500.97022222222
"1099",711,14,5,4375.21638468388
"1100",711,15,2,4094.35516934046
"1101",711,16,1,3644.84165923283
"1102",711,17,3,3955.87877442274
"1103",711,18,0,3714.47026022305
"1104",711,19,3,4012.67362344583
"1105",711,20,0,3791.80878438332
"1106",711,21,5,4085.43495145631
"1107",711,22,2,3746.79099821747
"1108",711,23,1,3395.6596975089
"1109",711,24,4,3901.31983985765
"1110",711,25,3,4099.41666666667
"1111",711,26,1,3990.38033807829
"1112",711,27,5,3872.86153161175
"1113",711,28,2,4251.07390917186
"1114",711,29,4,4174.88958147818
"1115",711,30,0,3747.35046296296
"1116",711,31,3,4236.98037466548
"1117",711,32,4,4114.0115350488
"1118",711,33,5,4256.19644444444
"1119",711,34,2,4117.64763603925
"1120",711,35,0,3818.07177734375
"1121",711,36,1,4081.80676758682
"1122",711,37,2,4329.88936781609
"1123",711,38,1,3987.77151730257
"1124",711,39,3,3900.67054986021
"1125",711,40,4,4003.18270944742
"1126",711,41,0,4113.83173537872
"1127",711,42,5,3809.47727272727
"1128",711,43,2,4270.2962633452
"1129",711,44,4,3998.46124401914
"1130",711,45,5,4179.10303300624
"1131",711,46,1,4433.53230472517
"1132",711,47,0,3913.36111111111
"1133",711,48,3,4247.91763134461
"1134",711,49,1,4112.30409617097
"1135",711,50,3,4584.98798932384
"1136",711,51,2,4659.38169642857
"1137",711,52,4,4350.18455743879
"1138",711,53,5,4126.44005328597
"1139",711,54,0,4067.70391807658
"1140",711,55,4,4523.23238180196
"1141",711,56,2,4286.478125
"1142",711,57,5,3926.59903846154
"1143",711,58,3,4162.09492481203
"1144",711,59,0,3475.82711111111
"1145",711,60,1,3812.37310774711
"1146",711,61,2,3936.74289520426
"1147",711,62,0,3668.72744721689
"1148",711,63,3,3977.28991971454
"1149",711,64,1,3387.59528049866
"1150",711,65,4,3658.43321460374
"1151",711,66,5,4134.99955476402
"1152",711,67,2,3957.27139037433
"1153",711,68,3,3593.61932324132
"1154",711,69,1,3986.27688888889
"1155",711,70,4,3671.08852313167
"1156",711,71,5,4032.492
"1157",711,72,0,3669.39037433155
"1158",711,73,3,4070.02580071174
"1159",711,74,1,3882.32263814617
"1160",711,75,2,3222.34505788068
"1161",711,76,4,3503.44964349376
"1162",711,77,0,3267.22682709447
"1163",711,78,5,3545.0756227758
"1164",711,79,3,3666.88133333333
"1165",711,80,5,3794.17850799289
"1166",711,81,2,3888.06333630687
"1167",711,82,0,2869.96358792185
"1168",711,83,1,3353.61086375779
"1169",711,84,4,3555.17393238434
"1170",711,85,2,4374.16295636687
"1171",711,86,3,3610.55634427684
"1172",711,87,1,4048.51914514693
"1173",711,88,0,3149.8321460374
"1174",711,89,5,3559.25534759358
"1175",711,90,4,3203.90382902939
"1176",711,91,2,3704.51556939502
"1177",711,92,4,4121.45008912656
"1178",711,93,1,3471.52088888889
"1179",711,94,5,3992.5637823372
"1180",711,95,0,3293.52891459075
"1181",711,96,3,4170.83008356546
"1182",711,97,4,4089.33525754885
"1183",711,98,3,3914.69991095281
"1184",711,99,0,3120.91948398577
"1185",711,100,2,4251.68198037467
"1186",711,101,5,4344.25920679887
"1187",711,102,1,3656.61822222222
"1188",711,103,5,3838.9750667854
"1189",711,104,2,3767.05169340463
"1190",711,105,0,3287.36987522282
"1191",711,106,3,3598.28412132025
"1192",711,107,4,3629.95466666667
"1193",711,108,1,3635.63511111111
"1194",711,109,4,3986.90497335702
"1195",711,110,3,3973.01556939502
"1196",711,111,2,4173.45102404274
"1197",711,112,1,2979.55966162066
"1198",711,113,5,3924.22271517303
"1199",711,114,0,4235.87789661319
"1200",711,115,3,3664.7803030303
"1201",711,116,5,4348.60169491525
"1202",711,117,2,3886.01203208556
"1203",711,118,0,3508.3018699911
"1204",711,119,1,3537.62533333333
"1205",711,120,4,4206.24110320285
"1206",712,1,1,7854.06921587609
"1207",712,2,2,7835.88279857398
"1208",712,3,5,7998.95442359249
"1209",712,4,3,7659.87688679245
"1210",712,5,0,7472.68181818182
"1211",712,6,4,7680.74209486166
"1212",712,7,3,7528.33914209115
"1213",712,8,5,7656.59714795009
"1214",712,9,2,7469.16435185185
"1215",712,10,4,7630.66369313113
"1216",712,11,1,7427.0949197861
"1217",712,12,0,7149.20302760463
"1218",712,13,1,7447.25467497774
"1219",712,14,2,7181.83659839715
"1220",712,15,0,7597.7834960071
"1221",712,16,5,7635.55031166518
"1222",712,17,4,7283.31227758007
"1223",712,18,3,7086.39898053753
"1224",712,19,5,7554.30871886121
"1225",712,20,0,6515.56411398041
"1226",712,21,1,7003.54634581105
"1227",712,22,4,7164.55842997324
"1228",712,23,3,7419.49345794393
"1229",712,24,2,7420.48176156584
"1230",712,25,5,7379.36464826358
"1231",712,26,1,6439.36086529007
"1232",712,27,3,7827.92462087422
"1233",712,28,4,7494.91385948027
"1234",712,29,0,5071.77569258266
"1235",712,30,2,7452.78645343368
"1236",712,31,4,6779.47417631345
"1237",712,32,2,6414.65892857143
"1238",712,33,5,7420.16473214286
"1239",712,34,3,7378.1945681211
"1240",712,35,0,3962.70163618864
"1241",712,36,1,6965.86197684773
"1242",712,37,5,6634.59739633558
"1243",712,38,2,6944.83707865169
"1244",712,39,3,7423.80390417036
"1245",712,40,1,7473.14803220036
"1246",712,41,4,7696.75379125781
"1247",712,42,0,7217.75155555556
"1248",712,43,2,7247.65770609319
"1249",712,44,4,7056.06793960924
"1250",712,45,0,3135.50892857143
"1251",712,46,1,7443.53561887801
"1252",712,47,5,7522.58763345196
"1253",712,48,3,4889.05747126437
"1254",712,49,1,7484.45098039216
"1255",712,50,3,7642.12099644128
"1256",712,51,5,7858.53170731707
"1257",712,52,0,6197.36375779163
"1258",712,53,4,7751.60749330955
"1259",712,54,2,7943.94380952381
"1260",712,55,0,7032.43354148082
"1261",712,56,2,7349.09642521167
"1262",712,57,1,7038.12555654497
"1263",712,58,4,7222.37619961612
"1264",712,59,3,7486.30026690391
"1265",712,60,5,7718.33552631579
"1266",712,61,1,7325.77911111111
"1267",712,62,3,6852.92105263158
"1268",712,63,2,7367.24261201144
"1269",712,64,0,5453.23080660836
"1270",712,65,4,6717.33971504898
"1271",712,66,5,7575.40712945591
"1272",712,67,2,7784.47553380783
"1273",712,68,4,7600.9371657754
"1274",712,69,5,7172.28825622776
"1275",712,70,3,7701.04980842912
"1276",712,71,1,5550.6243315508
"1277",712,72,0,4827.78870106762
"1278",712,73,1,6978.0160284951
"1279",712,74,4,7618.11620658949
"1280",712,75,5,7058.15876565295
"1281",712,76,3,7394.66778202677
"1282",712,77,2,7072.16345226615
"1283",712,78,0,7433.79252003562
"1284",712,79,4,7413.57142857143
"1285",712,80,1,7651.50446428571
"1286",712,81,3,7054.78202846975
"1287",712,82,2,7317.46654772525
"1288",712,83,0,7129.83837934105
"1289",712,84,5,6699.9373776908
"1290",712,85,2,6717.55776515152
"1291",712,86,1,7077.04076620825
"1292",712,87,5,6738.70758928571
"1293",712,88,3,7259.8178984862
"1294",712,89,0,4318.04861730598
"1295",712,90,4,6851.84075508228
"1296",712,91,3,6410.62488083889
"1297",712,92,2,7432.92424242424
"1298",712,93,0,4351.85587188612
"1299",712,94,5,6738.18604651163
"1300",712,95,1,6537.92557932264
"1301",712,96,4,6193.10424528302
"1302",712,97,0,5863.14330079858
"1303",712,98,5,6261.67276785714
"1304",712,99,2,7105.20391807658
"1305",712,100,4,6808.97
"1306",712,101,3,7145.74217221135
"1307",712,102,1,6120.20625
"1308",712,103,0,4930.72164461248
"1309",712,104,4,7162.18177777778
"1310",712,105,5,7088.33852140078
"1311",712,106,2,6047.78685612789
"1312",712,107,1,6947.45537428023
"1313",712,108,3,7445.12225405922
"1314",712,109,1,7448.17408726625
"1315",712,110,2,6375.76555246054
"1316",712,111,0,6986.54274265361
"1317",712,112,4,7315.52896613191
"1318",712,113,3,7535.53571428571
"1319",712,114,5,7149.30038204394
"1320",712,115,3,7365.99554764025
"1321",712,116,1,7343.96653919694
"1322",712,117,2,7640.47595725735
"1323",712,118,4,7317.76912811388
"1324",712,119,5,7442.58496732026
"1325",712,120,0,7158.24552772809
"1326",713,1,3,10265.5880654475
"1327",713,2,2,10119.7776292335
"1328",713,3,0,9806.54182879377
"1329",713,4,4,9927.40480427046
"1330",713,5,1,9615.5748362956
"1331",713,6,5,9748.00846702317
"1332",713,7,0,9286.44913627639
"1333",713,8,4,9610.89581478183
"1334",713,9,3,9598.98402255639
"1335",713,10,1,9896.91362422084
"1336",713,11,5,9732.64285714286
"1337",713,12,2,9717.44982238011
"1338",713,13,4,9474.60856864654
"1339",713,14,3,9361.59285714286
"1340",713,15,1,9345.13728323699
"1341",713,16,5,9297.54634581105
"1342",713,17,2,9788.94300979519
"1343",713,18,0,8978.39187913126
"1344",713,19,1,9403.77807486631
"1345",713,20,4,9372.58058771149
"1346",713,21,3,9265.75200356189
"1347",713,22,2,9515.69839857651
"1348",713,23,5,9236.82767857143
"1349",713,24,0,8917.97636039251
"1350",713,25,2,9479.34032114184
"1351",713,26,5,9463.80222222222
"1352",713,27,3,9736.94133333333
"1353",713,28,0,8386.12967914439
"1354",713,29,4,9672.18939393939
"1355",713,30,1,9626.18360071301
"1356",713,31,4,9486.08377896613
"1357",713,32,2,9409.15333333333
"1358",713,33,1,9501.4243772242
"1359",713,34,0,9081.87354781054
"1360",713,35,3,9764.97377777778
"1361",713,36,5,9065.88190730838
"1362",713,37,2,9453.5922459893
"1363",713,38,4,9057.10373998219
"1364",713,39,1,9262.036
"1365",713,40,0,9354.45102404274
"1366",713,41,3,9537.42290552585
"1367",713,42,5,9594.51914514693
"1368",713,43,1,9259.42506690455
"1369",713,44,0,9175.51336898396
"1370",713,45,3,9794.47773820125
"1371",713,46,4,9366.9389483066
"1372",713,47,5,9383.80926916221
"1373",713,48,2,9628.84149599288
"1374",713,49,3,9518.49466192171
"1375",713,50,1,9262.44078361532
"1376",713,51,4,9481.66455696203
"1377",713,52,2,9729.25379125781
"1378",713,53,0,9408.39715048976
"1379",713,54,5,9689.41503558719
"1380",713,55,0,9249.14323843416
"1381",713,56,4,9614.9274911032
"1382",713,57,2,9666.03466666667
"1383",713,58,5,9223.35057983943
"1384",713,59,1,9516.56927175844
"1385",713,60,3,9747.82620320856
"1386",713,61,4,8296.68343722173
"1387",713,62,1,9522.376114082
"1388",713,63,3,9401.34444444444
"1389",713,64,2,9520.14534336783
"1390",713,65,5,9674.1878330373
"1391",713,66,0,9056.17249103943
"1392",713,67,1,9757.46345811052
"1393",713,68,3,9531.49465240642
"1394",713,69,0,9192.90187332739
"1395",713,70,4,9494.25891265597
"1396",713,71,2,9901.0714957667
"1397",713,72,5,9207.15017825312
"1398",713,73,4,8980.48039215686
"1399",713,74,3,9781.28743315508
"1400",713,75,1,9616.6203374778
"1401",713,76,2,9631.83422459893
"1402",713,77,5,10039.252228164
"1403",713,78,0,9278.67627599244
"1404",713,79,3,9388.09001782531
"1405",713,80,1,9785.12344582593
"1406",713,81,0,9466.2141509434
"1407",713,82,5,9653.8174955595
"1408",713,83,2,9631.54068627451
"1409",713,84,4,9600.18878005343
"1410",713,85,0,9537.99031945789
"1411",713,86,2,9561.95392156863
"1412",713,87,3,9628.28609625668
"1413",713,88,1,9661.51247771836
"1414",713,89,4,10006.6236654804
"1415",713,90,5,9803.01422222222
"1416",713,91,0,9467.12900355872
"1417",713,92,3,9857.26559714795
"1418",713,93,1,9516.58229537367
"1419",713,94,4,9613.52807486631
"1420",713,95,5,9653.09009812667
"1421",713,96,2,9719.71371326803
"1422",713,97,0,9360.80916370107
"1423",713,98,3,9414.42311111111
"1424",713,99,4,9597.81980374666
"1425",713,100,5,9325.12511130899
"1426",713,101,1,9107.13401602849
"1427",713,102,2,9506.67615658363
"1428",713,103,3,9217.89741302409
"1429",713,104,4,9701.04933333333
"1430",713,105,0,9055.32117437722
"1431",713,106,2,9337.39964317574
"1432",713,107,5,9427.67975022301
"1433",713,108,1,9689.28431372549
"1434",713,109,2,9574.84017857143
"1435",713,110,1,9114.50702247191
"1436",713,111,5,9590.69090098127
"1437",713,112,3,9468.62176628011
"1438",713,113,4,9261.93555555556
"1439",713,114,0,8614.85994647636
"1440",713,115,2,9648.08815672306
"1441",713,116,0,9375.65066666667
"1442",713,117,3,9244.39269813001
"1443",713,118,1,8945.89422222222
"1444",713,119,4,9283.10026737968
"1445",713,120,5,9556.65627782725
"1446",714,1,3,6500.71400587659
"1447",714,2,1,6239.27402135231
"1448",714,3,4,6254.8960749331
"1449",714,4,0,6214.08556149733
"1450",714,5,2,6291.91459074733
"1451",714,6,5,6463.74888492417
"1452",714,7,4,6217.33586083854
"1453",714,8,5,5943.92629107981
"1454",714,9,2,5948.1500445236
"1455",714,10,1,6053.9707293666
"1456",714,11,3,6030.66844444444
"1457",714,12,0,5675.50267379679
"1458",714,13,5,6021.49377224199
"1459",714,14,1,5943.52357651246
"1460",714,15,3,5885.89877589454
"1461",714,16,4,5874.23686553874
"1462",714,17,0,5687.98887900356
"1463",714,18,2,5971.67092337918
"1464",714,19,1,5808.94563279857
"1465",714,20,5,5665.70319432121
"1466",714,21,4,5807.46212121212
"1467",714,22,0,5190.42023172906
"1468",714,23,2,5711.96660730187
"1469",714,24,3,5801.03419182949
"1470",714,25,1,5619.58740017746
"1471",714,26,5,5891.81793960924
"1472",714,27,3,5723.5
"1473",714,28,0,5008.85079928952
"1474",714,29,4,5803.06857976654
"1475",714,30,2,5790.68839285714
"1476",714,31,0,5359.26844444444
"1477",714,32,3,5750.26181980375
"1478",714,33,1,5522.15343443354
"1479",714,34,2,5756.29545454545
"1480",714,35,5,5787.56983985765
"1481",714,36,4,6092.94256455922
"1482",714,37,2,5840.07948490231
"1483",714,38,0,5086.57404103479
"1484",714,39,3,5979.80940834142
"1485",714,40,4,5365.62555654497
"1486",714,41,5,5875.37076648841
"1487",714,42,1,5787.83038210624
"1488",714,43,5,5775.56450177936
"1489",714,44,4,5683.972
"1490",714,45,3,5567.9081934847
"1491",714,46,1,5650.84594835263
"1492",714,47,0,5580.62745098039
"1493",714,48,2,5847.22905525847
"1494",714,49,0,5367.59090909091
"1495",714,50,4,6149.6018683274
"1496",714,51,5,5674.98263579697
"1497",714,52,1,5643.65953654189
"1498",714,53,2,5635.92171481827
"1499",714,54,3,5723.51471900089
"1500",714,55,2,5674.25869759144
"1501",714,56,3,5727.26625111309
"1502",714,57,0,5613.16355555556
"1503",714,58,4,5818.27167630058
"1504",714,59,1,5781.03825622776
"1505",714,60,5,5783.28367528992
"1506",714,61,1,5970.75511111111
"1507",714,62,0,5616.62288512912
"1508",714,63,3,5960.04326494202
"1509",714,64,2,5878.86509349955
"1510",714,65,4,5428.78998073218
"1511",714,66,5,5627.55832591273
"1512",714,67,0,5483.31367292225
"1513",714,68,3,5794.75356506239
"1514",714,69,2,5717.08815672306
"1515",714,70,4,5658.38101604278
"1516",714,71,5,5695.09519572954
"1517",714,72,1,6118.92467043315
"1518",714,73,3,6030.97504456328
"1519",714,74,2,5893.11528150134
"1520",714,75,0,5682.39438502674
"1521",714,76,4,5789.38601959038
"1522",714,77,1,5947.81375358166
"1523",714,78,5,6017.4846743295
"1524",714,79,3,6015.688
"1525",714,80,4,6121.38725490196
"1526",714,81,0,5431.62701252236
"1527",714,82,5,5638.61398040962
"1528",714,83,2,5654.14821428571
"1529",714,84,1,5728.20837043633
"1530",714,85,5,5659.2504456328
"1531",714,86,4,5224.8768956289
"1532",714,87,0,5524.15907059875
"1533",714,88,2,4974.19590382903
"1534",714,89,1,5389.85516934046
"1535",714,90,3,5754.03736654804
"1536",714,91,4,5747.22296693476
"1537",714,92,1,5432.1577540107
"1538",714,93,0,5140.05338078292
"1539",714,94,5,5755.28463713478
"1540",714,95,3,5467.10927743087
"1541",714,96,2,5709.84208185053
"1542",714,97,0,5170.08303571429
"1543",714,98,5,5825.86898395722
"1544",714,99,2,5698.72172751558
"1545",714,100,3,6024.62544642857
"1546",714,101,4,5474.8606411398
"1547",714,102,1,5563.52495543672
"1548",714,103,0,5672.45729537367
"1549",714,104,1,5546.73187108326
"1550",714,105,4,5841.75777777778
"1551",714,106,3,5698.6512455516
"1552",714,107,5,5840.50489759573
"1553",714,108,2,5713.97735346359
"1554",714,109,3,5882.73039215686
"1555",714,110,2,5392.96875
"1556",714,111,1,5977.77693677649
"1557",714,112,4,6030.05387355298
"1558",714,113,5,5845.33586083854
"1559",714,114,0,5474.16904549509
"1560",714,115,3,6407.37177203918
"1561",714,116,1,5860.2192513369
"1562",714,117,0,5783.82072953737
"1563",714,118,2,5907.76892252894
"1564",714,119,4,5890.60071301248
"1565",714,120,5,5733.06554307116
"1566",715,1,4,6735.81787762906
"1567",715,2,1,6607.85801886792
"1568",715,3,2,6403.11874386654
"1569",715,4,0,6486.18247126437
"1570",715,5,3,6817.01830985916
"1571",715,6,5,6638.78762243989
"1572",715,7,0,6396.29237288136
"1573",715,8,2,6480.6632471008
"1574",715,9,4,6662.00827653359
"1575",715,10,3,6748.36875
"1576",715,11,5,6469.42926829268
"1577",715,12,1,6607.36473214286
"1578",715,13,2,6796.80931372549
"1579",715,14,3,6448.5637254902
"1580",715,15,0,6249.462700661
"1581",715,16,4,6666.91406945681
"1582",715,17,1,6817.30019685039
"1583",715,18,5,6344.89260249554
"1584",715,19,1,6601.85594013096
"1585",715,20,0,6528.63324420677
"1586",715,21,3,6503.70271580989
"1587",715,22,4,6408.6876114082
"1588",715,23,5,6576.54069223573
"1589",715,24,2,6415.09475088968
"1590",715,25,1,6483.44990548204
"1591",715,26,2,6635.22123104371
"1592",715,27,4,6932.14252336449
"1593",715,28,0,6933.65960591133
"1594",715,29,5,6902.72088888889
"1595",715,30,3,6687.83192090395
"1596",715,31,2,7534.99420677362
"1597",715,32,3,6930.34676663543
"1598",715,33,1,6907.54508928571
"1599",715,34,5,6741.7314897413
"1600",715,35,0,6144.84215500945
"1601",715,36,4,6562.42914438503
"1602",715,37,1,6808.38879003559
"1603",715,38,2,6656.26817288802
"1604",715,39,4,6619.76559714795
"1605",715,40,0,7961.62089971884
"1606",715,41,5,6567.44335414808
"1607",715,42,3,7140.83919843597
"1608",715,43,4,6634.05793226382
"1609",715,44,3,6659.72217275156
"1610",715,45,1,10421.8606321839
"1611",715,46,5,6759.73001776199
"1612",715,47,0,6517.45825335893
"1613",715,48,2,7081.11955555556
"1614",715,49,3,8693.39086538462
"1615",715,50,5,6399.99367088608
